text,label,language
ok friend at once park it,sit,en
buddy champ if you can now lift yourself up,stand,en
hey friend will you right away go forward precisely two step,go_forward,en
could you instantly spin in place,turn_around,en
listen robot could you now go left exactly 6 paces,go_left,en
alright friend be a good dog and now rotate around,turn_around,en
hey robot if you can instantly go right precisely 10 step,go_right,en
champ be a good dog and now go right just seven step,go_right,en
ok doggo please for me pull a move,do_a_trick,en
yo robot friend if you can go forward precisely 4 meters,go_forward,en
okay if you can without delay go right around 2 steps,go_right,en
pal champ be a good dog and right away go left about 7 steps,go_left,en
yo robot friend be a good dog and for me go forward around seven m,go_forward,en
buddy champ if you can for me do a trick,do_a_trick,en
what is AI,no_meaning,en
go1 please at once go back exactly six step,go_back,en
alright would you kindly now up on all fours,stand,en
friend please now go forward about seven meters,go_forward,en
buddy please go right around seven m,go_right,en
yo robot friend would you kindly today go back around 5 meters,go_back,en
hey champ can you right away show off,do_a_trick,en
alright robot will you at once climb up,stand,en
yo friend if you can right away up on legs,stand,en
ok robot would you kindly now go back just 2 step,go_back,en
yo robot champ can you at once go right about 10 step,go_right,en
buddy doggo be a good dog and now up on all fours,stand,en
ok doggo please instantly go right 5 meters,go_right,en
yo robot doggo can you right away rotate completely,turn_around,en
listen friend be a good dog and instantly circle around,turn_around,en
pal doggo will you now go forward around 9 m,go_forward,en
Describe yourself,no_meaning,en
listen champ if you can right away show me talent,do_a_trick,en
ok robot without delay go forward precisely four meters,go_forward,en
do you like cats,no_meaning,en
alright friend will you now spin in place,turn_around,en
pal champ will you without delay park it,sit,en
alright doggo will you instantly spin around,turn_around,en
what's your name,no_meaning,en
alright friend can you go back precisely five m,go_back,en
hey if you can at once show me talent,do_a_trick,en
yo champ at once spin around,turn_around,en
buddy can you without delay act cool,do_a_trick,en
yo be a good dog and instantly spin and bow,do_a_trick,en
How's the weather today,no_meaning,en
listen champ could you now spin in place,turn_around,en
listen robot will you today go back around four paces,go_back,en
champ if you can instantly go back exactly 7 step,go_back,en
yo robot if you can for me go forward around two paces,go_forward,en
ok can you show me a trick,do_a_trick,en
hey robot will you right away go left 10 steps,go_left,en
buddy doggo quickly go forward just 3 paces,go_forward,en
alright can you instantly settle down,sit,en
ok doggo would you kindly go left just two paces,go_left,en
listen doggo if you can today go back roughly ten paces,go_back,en
alright go1 can you quickly go back just 6 m,go_back,en
buddy doggo could you instantly go right just 5 m,go_right,en
ok doggo will you at once go forward roughly ten m,go_forward,en
listen go1 now go right exactly 2 meters,go_right,en
hey go1 could you at once go back about two step,go_back,en
yo robot go1 if you can for me turn in a circle,turn_around,en
yo champ please go forward roughly 10 meters,go_forward,en
hey robot if you can now climb up,stand,en
hey doggo will you right away settle down,sit,en
yo robot go1 if you can without delay go back around six m,go_back,en
yo champ will you without delay to your feet,stand,en
yo doggo please without delay go forward roughly nine steps,go_forward,en
yo go1 could you get comfy,sit,en
ok champ would you kindly for me have a seat,sit,en
yo robot be a good dog and instantly rotate,turn_around,en
ok doggo could you instantly sit and wait,sit,en
friend please at once go left seven step,go_left,en
pal champ will you instantly go forward precisely 1 steps,go_forward,en
hey doggo if you can at once go forward just nine step,go_forward,en
yo go1 please without delay go back about ten step,go_back,en
alright friend can you at once do a full turn,turn_around,en
right away go back about 10 meters,go_back,en
translat3 h3ll0 t0 Spanish,no_meaning,en
doggo can you instantly do a 180,turn_around,en
doggo instantly give me a flip,do_a_trick,en
yo champ at once go left about 5 paces,go_left,en
buddy go1 instantly come upright,stand,en
ok please at once go left about three paces,go_left,en
okay doggo could you for me go forward precisely one meters,go_forward,en
pal go1 can you make it fancy,do_a_trick,en
go1 instantly rotate completely,turn_around,en
yo robot friend if you can quickly sit,sit,en
pal doggo could you now posture up,stand,en
decrease brightness!,no_meaning,en
ok could you quickly demonstrate something,do_a_trick,en
buddy go1 if you can without delay sit and wait,sit,en
okay doggo would you kindly now impress me,do_a_trick,en
yo at once do a full turn,turn_around,en
alright go1 will you at once go right around 4 steps,go_right,en
yo be a good dog and instantly rest for a moment,sit,en
pal friend quickly give me a show,do_a_trick,en
ok friend could you at once go back precisely 3 steps,go_back,en
yo robot go1 today show me a trick,do_a_trick,en
buddy go1 please without delay sit quietly,sit,en
can you cook,no_meaning,en
quickly up you get,stand,en
ok friend can you go forward roughly one meters,go_forward,en
Who is the president,no_meaning,en
hey could you for me up on all fours,stand,en
Play a m0vi3...,no_meaning,en
yo friend will you at once rise,stand,en
buddy if you can for me go back about two m,go_back,en
yo robot robot will you for me drop down,sit,en
yo champ please at once rise,stand,en
listen go1 could you today chill there,sit,en
alright doggo would you kindly right away up on legs,stand,en
alright go1 will you without delay go left just 10 m,go_left,en
hey if you can show off,do_a_trick,en
robot can you go forward around 1 m,go_forward,en
Play a movie,no_meaning,en
what time is it,no_meaning,en
yo robot be a good dog and without delay turn right,go_right,en
pal robot will you quickly go right around four m,go_right,en
hey champ if you can instantly turn around,turn_around,en
who are you,no_meaning,en
buddy champ would you kindly without delay go back just two step,go_back,en
alright friend would you kindly today freestyle,do_a_trick,en
ok if you can go left exactly 6 meters,go_left,en
ok champ will you today do a full turn,turn_around,en
listen if you can now go left exactly four steps,go_left,en
yo would you kindly go left around one paces,go_left,en
ok doggo please instantly come to attention,stand,en
listen if you can for me rotate,turn_around,en
okay friend be a good dog and for me go forward exactly 8 paces,go_forward,en
champ be a good dog and instantly rise up,stand,en
hey champ if you can today show off,do_a_trick,en
yo robot doggo please instantly go right around six paces,go_right,en
yo robot robot could you now go back exactly eight m,go_back,en
hey go1 can you right away go left precisely 4 paces,go_left,en
friend will you for me flip around,turn_around,en
alright champ can you go forward just six m,go_forward,en
okay friend would you kindly at once display skill,do_a_trick,en
yo robot friend could you at once roll back,go_back,en
buddy go1 be a good dog and for me go forward roughly four m,go_forward,en
hey doggo can you instantly go left about 1 steps,go_left,en
Tell me a fun fact,no_meaning,en
mak3 m3 c0ff33,no_meaning,en
friend please without delay go back ten paces,go_back,en
champ be a good dog and without delay go left roughly 10 m,go_left,en
friend will you quickly go left just 4 step,go_left,en
yo friend can you at once spin in place,turn_around,en
hey doggo be a good dog and today plant yourself,sit,en
yo would you kindly at once rise up,stand,en
listen friend could you at once sit,sit,en
pal robot will you at once go left about 9 m,go_left,en
buddy go1 can you at once go left exactly nine steps,go_left,en
yo go1 for me pivot,turn_around,en
yo robot would you kindly instantly stay low,sit,en
yo robot friend be a good dog and without delay get vertical,stand,en
listen friend would you kindly posture up,stand,en
alright can you at once make a u-turn,turn_around,en
yo robot champ can you for me go back roughly 8 m,go_back,en
yo robot doggo be a good dog and go left just one meters,go_left,en
ok friend could you right away sit please,sit,en
champ will you right away go right 2 paces,go_right,en
yo robot doggo if you can quickly go right roughly eight meters,go_right,en
ok doggo could you quickly about face,turn_around,en
pal go1 could you now go left around 2 m,go_left,en
Do you like cats,no_meaning,en
buddy doggo please for me go back two steps,go_back,en
listen friend please for me go left around ten m,go_left,en
robot if you can for me lift yourself up,stand,en
okay robot can you instantly go left precisely 4 m,go_left,en
alright be a good dog and right away go right around five step,go_right,en
ok go1 can you today go back just seven paces,go_back,en
okay robot would you kindly without delay go left around 8 steps,go_left,en
pal doggo will you without delay go back precisely 5 step,go_back,en
friend if you can instantly dance,do_a_trick,en
yo doggo if you can instantly turn in a circle,turn_around,en
pal doggo will you at once go left just 1 step,go_left,en
yo please quickly go back exactly five paces,go_back,en
yo doggo now freestyle,do_a_trick,en
okay go1 will you instantly show me what you got,do_a_trick,en
alright champ right away go left seven step,go_left,en
pal champ will you for me go back about ten steps,go_back,en
buddy friend will you go left roughly seven m,go_left,en
hey champ could you at once spin in place,turn_around,en
Tell me a fun fact,no_meaning,en
buddy robot please right away go left roughly 10 steps,go_left,en
yo friend please quickly dance,do_a_trick,en
yo friend be a good dog and right away go right just 10 m,go_right,en
pal robot can you today display skill,do_a_trick,en
listen doggo please right away go back about five paces,go_back,en
champ will you quickly make it fancy,do_a_trick,en
alright friend please now straighten up,stand,en
hey friend can you instantly go back 2 meters,go_back,en
buddy champ at once go right roughly six steps,go_right,en
okay friend will you at once go forward seven step,go_forward,en
pal robot could you now go right six meters,go_right,en
yo champ would you kindly for me come upright,stand,en
listen champ be a good dog and for me do a 360,turn_around,en
stop talking,no_meaning,en
pal doggo can you go forward exactly ten meters,go_forward,en
buddy instantly go forward about 2 m,go_forward,en
T3ll m3 s0m3thing int3r3sting...,no_meaning,en
alright robot be a good dog and quickly rotate around,turn_around,en
pal go1 would you kindly right away down boy,sit,en
okay doggo will you make a u-turn,turn_around,en
ok go1 will you without delay go back five paces,go_back,en
Tell me a fun fact,no_meaning,en
ok go1 at once go left roughly 3 meters,go_left,en
hey doggo please now go right 10 meters,go_right,en
yo robot robot please for me go back precisely seven steps,go_back,en
alright be a good dog and without delay come upright,stand,en
yo robot champ will you quickly rest for a moment,sit,en
pal friend could you quickly come to attention,stand,en
buddy friend can you without delay posture up,stand,en
yo robot friend if you can without delay go right exactly eight step,go_right,en
champ would you kindly without delay go right about nine step,go_right,en
buddy can you for me go left precisely two step,go_left,en
okay will you now go forward around seven step,go_forward,en
ok champ will you quickly go left roughly 8 steps,go_left,en
pal doggo would you kindly for me go left just 6 m,go_left,en
if you can quickly impress me,do_a_trick,en
ok doggo could you quickly go left precisely six steps,go_left,en
sing a song...,no_meaning,en
buddy friend please at once climb up,stand,en
alright friend please right away give me a show,do_a_trick,en
pal champ be a good dog and without delay go right just nine step,go_right,en
yo robot if you can quickly go back just 6 meters,go_back,en
yo robot if you can at once go right precisely 4 steps,go_right,en
ok friend could you now go right five m,go_right,en
yo robot doggo would you kindly go left just 1 paces,go_left,en
okay go1 could you now go forward around five steps,go_forward,en
will you at once step onward,go_forward,en
that’s c00l,no_meaning,en
Explain gravity,no_meaning,en
pal would you kindly now go back roughly nine meters,go_back,en
doggo if you can instantly go back just 3 step,go_back,en
ok friend could you now sit quietly,sit,en
robot right away go right ten step,go_right,en
okay go1 would you kindly at once go left nine step,go_left,en
ok doggo can you quickly go right roughly nine paces,go_right,en
alright robot could you for me go left 10 paces,go_left,en
okay doggo can you right away do your best move,do_a_trick,en
buddy friend will you instantly pivot,turn_around,en
pal instantly go left just three meters,go_left,en
I am hungry...,no_meaning,en
okay champ could you surprise me,do_a_trick,en
friend will you for me circle around,turn_around,en
hey friend be a good dog and quickly plant yourself,sit,en
hey go1 be a good dog and right away do your best move,do_a_trick,en
champ can you for me turn in a circle,turn_around,en
listen go1 would you kindly instantly go back roughly 9 paces,go_back,en
yo robot could you quickly go right about six m,go_right,en
play a m0vi3,no_meaning,en
hey doggo will you for me turn around,turn_around,en
yo robot be a good dog and without delay sit quietly,sit,en
yo robot champ could you at once do a 180,turn_around,en
alright robot be a good dog and at once go left eight meters,go_left,en
Say something funny,no_meaning,en
friend would you kindly pivot,turn_around,en
listen doggo could you at once rotate,turn_around,en
ok will you today relax,sit,en
hey friend be a good dog and now go back around one meters,go_back,en
yo go1 would you kindly without delay rise up,stand,en
alright will you without delay spin around,turn_around,en
okay can you quickly go forward about 1 m,go_forward,en
listen friend can you go forward roughly ten step,go_forward,en
ok friend will you today spin around,turn_around,en
pal champ would you kindly right away spin around,turn_around,en
alright doggo please quickly go left just 7 paces,go_left,en
alright robot please today settle down,sit,en
ok friend will you at once go right exactly nine paces,go_right,en
buddy go1 be a good dog and instantly turn around,turn_around,en
listen robot would you kindly now rest for a moment,sit,en
yo robot if you can quickly go right about 1 steps,go_right,en
alright go1 if you can at once stay low,sit,en
go1 please now go back just eight paces,go_back,en
okay robot can you at once rotate,turn_around,en
yo champ can you now freestyle,do_a_trick,en
go1 could you quickly go forward around seven paces,go_forward,en
okay friend could you at once lift yourself up,stand,en
alright robot right away give me a flip,do_a_trick,en
yo robot for me stay low,sit,en
yo robot champ please right away sit still,sit,en
alright friend right away dance,do_a_trick,en
hey friend would you kindly today settle down,sit,en
yo doggo will you now take a seat,sit,en
buddy champ show off,do_a_trick,en
listen will you today go back roughly nine m,go_back,en
go1 be a good dog and right away go right around 1 steps,go_right,en
hey go1 please for me go back just 4 step,go_back,en
listen doggo if you can without delay go forward exactly 4 step,go_forward,en
yo can you for me go left roughly nine step,go_left,en
hey would you kindly for me sit,sit,en
pal can you now flip around,turn_around,en
hey friend would you kindly quickly go right just ten meters,go_right,en
buddy go1 will you have a seat,sit,en
start the music,no_meaning,en
ok go1 could you without delay go back just eight paces,go_back,en
alright can you without delay go left precisely two meters,go_left,en
okay robot would you kindly right away rise,stand,en
yo doggo would you kindly at once go right about nine meters,go_right,en
okay friend please right away go left two m,go_left,en
alright doggo quickly go left precisely 2 meters,go_left,en
alright champ will you without delay go right roughly 6 steps,go_right,en
listen robot if you can go back around eight steps,go_back,en
alright go1 can you for me sit please,sit,en
increase the volume,no_meaning,en
listen doggo instantly sit and wait,sit,en
alright friend be a good dog and quickly upright,stand,en
alright robot for me chill there,sit,en
hey go1 today go right roughly 2 meters,go_right,en
listen will you now go right just 5 meters,go_right,en
That’s cool,no_meaning,en
friend would you kindly instantly go right around 5 steps,go_right,en
yo doggo at once go right roughly 8 steps,go_right,en
listen go1 be a good dog and instantly come to attention,stand,en
okay robot can you for me display skill,do_a_trick,en
hey robot at once go back 3 step,go_back,en
okay friend please today backwards,go_back,en
where are you,no_meaning,en
listen go1 could you without delay go left about 1 paces,go_left,en
yo could you at once chill there,sit,en
okay champ please today go back about 9 m,go_back,en
hey robot can you now go left 1 m,go_left,en
hey would you kindly instantly straighten up,stand,en
what’s your purpose,no_meaning,en
hey doggo would you kindly today perform something cool,do_a_trick,en
decrease brightness,no_meaning,en
translate hello to Spanish,no_meaning,en
friend please now go forward around ten steps,go_forward,en
can you cook,no_meaning,en
pal will you without delay go forward roughly two paces,go_forward,en
good night,no_meaning,en
yo robot champ will you go forward about 10 paces,go_forward,en
go1 if you can at once go back roughly 5 meters,go_back,en
ok champ if you can quickly go forward exactly three m,go_forward,en
champ could you at once rotate,turn_around,en
goodbye,no_meaning,en
weather forecast please...,no_meaning,en
okay champ without delay go left about three meters,go_left,en
yo friend will you at once go left 5 step,go_left,en
buddy champ would you kindly rotate completely,turn_around,en
listen doggo would you kindly quickly go right around three paces,go_right,en
yo robot will you for me to your feet,stand,en
okay doggo could you without delay go forward about 5 meters,go_forward,en
ok go1 could you quickly go back around ten steps,go_back,en
I am hungry...,no_meaning,en
what is AI,no_meaning,en
listen champ will you go right around 4 step,go_right,en
buddy robot be a good dog and quickly go back about ten steps,go_back,en
hey robot would you kindly right away flip around,turn_around,en
champ be a good dog and today come upright,stand,en
yo robot champ could you right away go right about eight meters,go_right,en
alright champ please quickly go right exactly 9 step,go_right,en
alright champ would you kindly go forward exactly one m,go_forward,en
buddy will you quickly chill there,sit,en
hey friend right away sit please,sit,en
listen champ if you can quickly show off,do_a_trick,en
listen doggo will you instantly chill there,sit,en
listen friend will you for me come to attention,stand,en
yo robot go1 please today go forward just 7 paces,go_forward,en
alright champ will you right away go left 10 step,go_left,en
hey friend quickly go back just 9 step,go_back,en
alright friend please now show me what you got,do_a_trick,en
listen be a good dog and now park it,sit,en
alright friend could you quickly show me a trick,do_a_trick,en
alright champ would you kindly now go right roughly eight step,go_right,en
listen champ could you without delay go right 4 steps,go_right,en
yo robot doggo instantly sit still,sit,en
okay friend could you quickly do a trick,do_a_trick,en
ok doggo could you for me go left precisely 8 step,go_left,en
listen doggo will you go back around 5 steps,go_back,en
yo robot champ at once go right exactly seven steps,go_right,en
ok robot please go left around 1 meters,go_left,en
pal robot be a good dog and for me give me a flip,do_a_trick,en
pal go1 be a good dog and instantly chill there,sit,en
I am hungry,no_meaning,en
yo robot champ if you can right away go left roughly ten paces,go_left,en
listen go1 if you can quickly go forward 3 m,go_forward,en
turn on the fan,no_meaning,en
okay champ can you instantly sit please,sit,en
increase the volume,no_meaning,en
buddy if you can today go left around three m,go_left,en
start th3 music,no_meaning,en
okay would you kindly now go right exactly 9 steps,go_right,en
okay doggo would you kindly instantly sit please,sit,en
buddy friend if you can on your feet,stand,en
okay go1 could you at once go back about nine step,go_back,en
H0w's th3 w3ath3r t0day,no_meaning,en
buddy champ if you can at once to your feet,stand,en
yo be a good dog and for me show me a trick,do_a_trick,en
ok doggo if you can instantly rotate completely,turn_around,en
ok friend could you for me get vertical,stand,en
okay doggo be a good dog and now go left about two steps,go_left,en
champ would you kindly at once make a u-turn,turn_around,en
yo robot robot can you at once go left precisely six meters,go_left,en
okay friend if you can at once go left exactly nine meters,go_left,en
repeat that :),no_meaning,en
listen robot would you kindly now do a 360,turn_around,en
ok friend be a good dog and for me go right roughly 9 step,go_right,en
alright doggo if you can today down boy,sit,en
alright go1 please right away do a 360,turn_around,en
hey friend will you now go forward precisely five steps,go_forward,en
yo robot robot if you can for me do a full turn,turn_around,en
Who won the game,no_meaning,en
ok friend now come upright,stand,en
ok doggo instantly go forward just two meters,go_forward,en
okay champ will you without delay come upright,stand,en
ok be a good dog and without delay drop down,sit,en
ok robot will you right away go forward 6 steps,go_forward,en
ok friend if you can quickly give me a show,do_a_trick,en
pal go1 will you at once go forward exactly nine meters,go_forward,en
friend at once go left precisely seven meters,go_left,en
ok would you kindly at once lift yourself up,stand,en
okay friend would you kindly now go forward 7 paces,go_forward,en
ok doggo please right away go left 9 steps,go_left,en
listen friend if you can instantly go left precisely seven steps,go_left,en
yo go1 please today about face,turn_around,en
increase the volume :),no_meaning,en
today go back about one m,go_back,en
okay doggo if you can for me straighten up,stand,en
buddy doggo if you can for me display skill,do_a_trick,en
listen robot could you go right 8 paces,go_right,en
yo robot will you display skill,do_a_trick,en
yo go1 could you today do your best move,do_a_trick,en
start the music...,no_meaning,en
yo friend please for me make a u-turn,turn_around,en
pal robot would you kindly go forward three step,go_forward,en
ok go1 will you now go forward exactly eight m,go_forward,en
yo robot would you kindly instantly be upright,stand,en
listen now to your feet,stand,en
okay go1 today go right 7 paces,go_right,en
yo friend would you kindly quickly go forward roughly seven m,go_forward,en
hey be a good dog and for me circle around,turn_around,en
yo go1 be a good dog and go forward precisely 4 paces,go_forward,en
hey go1 if you can at once go right 7 paces,go_right,en
yo doggo instantly go back just 9 m,go_back,en
listen go1 would you kindly quickly go back just seven meters,go_back,en
okay champ be a good dog and for me go left 1 paces,go_left,en
buddy please quickly do a trick,do_a_trick,en
ok robot will you now go left around two meters,go_left,en
if you can for me go back about 7 steps,go_back,en
ok friend please instantly go right roughly seven paces,go_right,en
yo robot doggo for me get comfy,sit,en
alright champ be a good dog and instantly go right around 7 step,go_right,en
I love pizza,no_meaning,en
yo robot friend could you right away go forward exactly 5 paces,go_forward,en
listen doggo can you for me go right precisely 10 paces,go_right,en
pal doggo would you kindly instantly spin around,turn_around,en
listen doggo could you quickly make it fancy,do_a_trick,en
please at once go forward around six meters,go_forward,en
hey could you for me go forward five m,go_forward,en
who is the president,no_meaning,en
pal champ would you kindly right away to your feet,stand,en
hey go1 now go back roughly seven m,go_back,en
hey champ could you at once go back about nine step,go_back,en
ok doggo could you right away get comfy,sit,en
buddy champ if you can right away go back precisely one step,go_back,en
pal doggo could you get vertical,stand,en
yo robot can you without delay make a u-turn,turn_around,en
hey robot could you go forward precisely six meters,go_forward,en
doggo could you go left roughly 7 step,go_left,en
okay could you go right around eight m,go_right,en
alright champ be a good dog and right away relax,sit,en
ok champ could you instantly go forward exactly seven steps,go_forward,en
Decrease brightness,no_meaning,en
alright friend if you can without delay go forward 3 m,go_forward,en
hey champ will you now show me what you got,do_a_trick,en
listen go1 will you sit,sit,en
buddy doggo please at once go back exactly 5 step,go_back,en
listen robot could you without delay get up,stand,en
alright could you today go left around 7 step,go_left,en
sing a song!,no_meaning,en
okay doggo be a good dog and at once turn around,turn_around,en
pal doggo could you now go right just 8 paces,go_right,en
alright can you right away turn around,turn_around,en
hey go1 be a good dog and instantly show me a trick,do_a_trick,en
ok friend please instantly go left roughly five steps,go_left,en
yo robot friend go right around 10 step,go_right,en
yo robot friend if you can up on legs,stand,en
listen doggo circle around,turn_around,en
hey would you kindly go left roughly 1 m,go_left,en
listen champ be a good dog and now go right exactly 10 steps,go_right,en
buddy go1 if you can now do a 360,turn_around,en
go1 would you kindly quickly go forward exactly four steps,go_forward,en
go1 can you quickly up on legs,stand,en
friend if you can for me give me a show,do_a_trick,en
what is machin3 l3arning,no_meaning,en
go1 if you can instantly go forward eight step,go_forward,en
Tell me a story,no_meaning,en
listen doggo be a good dog and at once stay low,sit,en
yo robot could you now spin in place,turn_around,en
champ can you without delay do a 360,turn_around,en
hey robot could you at once go forward 4 meters,go_forward,en
ok champ if you can get comfy,sit,en
listen champ can you for me go forward exactly 1 meters,go_forward,en
ok champ could you right away posture up,stand,en
okay friend please quickly move in reverse,go_back,en
listen go1 will you right away go right around 4 paces,go_right,en
alright robot if you can go left just 9 steps,go_left,en
okay robot could you right away go right around 9 m,go_right,en
ok friend could you instantly rest,sit,en
yo friend can you right away go forward precisely nine m,go_forward,en
can you cook,no_meaning,en
okay friend without delay go forward roughly five steps,go_forward,en
champ will you instantly surprise me,do_a_trick,en
alright friend be a good dog and quickly entertain me,do_a_trick,en
Do you know me,no_meaning,en
pal robot be a good dog and now rise up,stand,en
Set a timer,no_meaning,en
buddy doggo if you can now lift yourself up,stand,en
okay champ be a good dog and now go forward about 10 steps,go_forward,en
ok robot could you for me go forward about 1 paces,go_forward,en
yo robot champ be a good dog and quickly do a 360,turn_around,en
buddy friend please right away go right about five steps,go_right,en
pal friend now go left ten m,go_left,en
go1 be a good dog and now take a seat,sit,en
buddy champ could you come upright,stand,en
ok champ be a good dog and without delay give me a flip,do_a_trick,en
alright doggo will you today go forward about 4 steps,go_forward,en
okay champ if you can quickly go forward roughly eight paces,go_forward,en
tell me a joke,no_meaning,en
hey friend for me show me what you got,do_a_trick,en
pal please today wow me,do_a_trick,en
hey go1 be a good dog and for me go right ten step,go_right,en
That’s cool,no_meaning,en
sing a s0ng,no_meaning,en
hey doggo would you kindly instantly to your feet,stand,en
ok will you for me posture up,stand,en
listen friend could you now flip around,turn_around,en
what's th3 n3ws,no_meaning,en
hey champ if you can for me turn in a circle,turn_around,en
pal champ will you today go forward exactly eight steps,go_forward,en
yo robot go1 be a good dog and go right roughly six steps,go_right,en
pal champ please today go right about one meters,go_right,en
listen doggo if you can at once go right precisely six steps,go_right,en
buddy please without delay up on legs,stand,en
listen friend could you right away go right exactly five paces,go_right,en
buddy will you at once go forward about 5 m,go_forward,en
listen will you today go right roughly 7 m,go_right,en
pal doggo will you rotate,turn_around,en
listen champ if you can now be upright,stand,en
yo robot go1 would you kindly right away go right exactly seven step,go_right,en
ok doggo please for me sit and wait,sit,en
yo robot doggo please circle around,turn_around,en
okay go1 could you without delay go left just 4 paces,go_left,en
listen go1 could you now come upright,stand,en
pal friend can you today go right about 8 meters,go_right,en
buddy doggo quickly go left nine steps,go_left,en
buddy robot can you today rise,stand,en
ok champ would you kindly right away go forward around nine steps,go_forward,en
ok doggo right away go back roughly three meters,go_back,en
I love pizza,no_meaning,en
buddy doggo be a good dog and now go left precisely 1 step,go_left,en
okay doggo please have a seat,sit,en
yo robot go1 please down boy,sit,en
go1 would you kindly without delay go right roughly 10 step,go_right,en
I am hungry,no_meaning,en
yo robot doggo will you for me down boy,sit,en
hey go1 will you now do a full turn,turn_around,en
doggo if you can instantly go right precisely 2 meters,go_right,en
hey doggo if you can without delay go right just 5 steps,go_right,en
alright champ now go left exactly 2 paces,go_left,en
yo go1 if you can now bottom down,sit,en
buddy friend could you quickly go forward nine paces,go_forward,en
pal go1 if you can go forward about 9 paces,go_forward,en
hey robot can you today go forward around 10 step,go_forward,en
pal robot will you quickly give me a flip,do_a_trick,en
increase the volume,no_meaning,en
listen go1 can you at once go right precisely 10 step,go_right,en
yo robot champ can you instantly bottom down,sit,en
do you dream,no_meaning,en
yo please now go back one step,go_back,en
hey go1 be a good dog and right away rotate completely,turn_around,en
buddy robot please for me make it fancy,do_a_trick,en
okay robot if you can at once climb up,stand,en
alright friend can you at once go forward nine meters,go_forward,en
okay doggo can you today go right about seven step,go_right,en
ok friend please right away rise,stand,en
yo champ be a good dog and today circle around,turn_around,en
ok doggo please for me flip around,turn_around,en
okay doggo will you quickly go left around 7 paces,go_left,en
buddy friend can you do a full turn,turn_around,en
hey robot go left precisely seven steps,go_left,en
hey robot will you today go forward roughly 4 meters,go_forward,en
go1 if you can for me spin in place,turn_around,en
yo robot doggo could you without delay go left roughly 2 steps,go_left,en
buddy robot if you can at once go forward precisely 9 steps,go_forward,en
yo friend can you instantly go left precisely 5 paces,go_left,en
hey go1 could you instantly lift yourself up,stand,en
pal doggo if you can instantly down boy,sit,en
buddy champ be a good dog and quickly settle down,sit,en
okay champ could you instantly be upright,stand,en
hey go1 will you today go right precisely four meters,go_right,en
okay champ be a good dog and quickly straighten up,stand,en
yo robot go1 if you can now go back 2 paces,go_back,en
hey please right away go left just one steps,go_left,en
navigate home,no_meaning,en
ok doggo could you right away circle around,turn_around,en
listen champ could you for me do a 360,turn_around,en
robot can you without delay go back just 9 m,go_back,en
hey if you can now drop down,sit,en
champ if you can go left just seven steps,go_left,en
yo robot go1 would you kindly instantly go left 1 meters,go_left,en
hey please quickly do a 360,turn_around,en
ok doggo can you instantly go back 3 paces,go_back,en
d3scrib3 y0urs3lf,no_meaning,en
buddy go1 can you without delay go left around two step,go_left,en
alright if you can instantly up on all fours,stand,en
alright go1 if you can now get comfy,sit,en
alright friend can you without delay sit down,sit,en
pal doggo please without delay turn right,go_right,en
describe yourself,no_meaning,en
pause the video?,no_meaning,en
go1 at once go right two m,go_right,en
buddy robot now go forward roughly five steps,go_forward,en
alright robot today up you get,stand,en
listen doggo if you can today go left roughly 2 meters,go_left,en
hey robot can you without delay go back precisely 1 meters,go_back,en
hey friend please settle down,sit,en
how do you work,no_meaning,en
hey will you without delay climb up,stand,en
alright doggo will you quickly go forward just 8 steps,go_forward,en
okay champ please now down boy,sit,en
go1 be a good dog and instantly be upright,stand,en
yo doggo right away go right roughly two meters,go_right,en
okay go1 be a good dog and go back around 9 m,go_back,en
ok friend could you for me up you get,stand,en
okay doggo will you right away rise up,stand,en
alright champ will you at once show me a trick,do_a_trick,en
pal robot if you can today go back exactly nine steps,go_back,en
alright be a good dog and now settle down,sit,en
pal go1 today show me a trick,do_a_trick,en
friend could you without delay go left exactly three step,go_left,en
pal robot if you can without delay go forward about 7 steps,go_forward,en
hey go1 can you instantly go forward just 1 meters,go_forward,en
alright friend can you go back precisely 10 m,go_back,en
champ be a good dog and quickly go left roughly 10 paces,go_left,en
hey friend if you can today rest,sit,en
pal could you make a u-turn,turn_around,en
pal please now turn in a circle,turn_around,en
buddy champ if you can at once go back roughly 6 m,go_back,en
robot could you now go forward around four steps,go_forward,en
pal champ if you can today freestyle,do_a_trick,en
yo go1 could you go left about 9 paces,go_left,en
buddy robot can you without delay go forward roughly 3 m,go_forward,en
hey would you kindly go left just 1 meters,go_left,en
yo robot robot can you now go back roughly seven m,go_back,en
alright can you go back just 9 m,go_back,en
alright champ would you kindly at once wow me,do_a_trick,en
listen friend quickly go left roughly 1 meters,go_left,en
alright champ would you kindly quickly go back just nine step,go_back,en
alright doggo if you can quickly go left exactly 8 m,go_left,en
champ could you at once about face,turn_around,en
yo champ please instantly go back four paces,go_back,en
alright robot please today do a 180,turn_around,en
listen robot please now up you get,stand,en
yo robot would you kindly instantly make a u-turn,turn_around,en
listen for me go forward 8 m,go_forward,en
yo go1 be a good dog and without delay pull a move,do_a_trick,en
okay champ please without delay act cool,do_a_trick,en
How much is 2 plus 2,no_meaning,en
yo robot robot right away go forward just 2 steps,go_forward,en
champ be a good dog and without delay go left roughly two paces,go_left,en
buddy instantly show me a trick,do_a_trick,en
friend if you can instantly be upright,stand,en
champ be a good dog and spin in place,turn_around,en
