text,label
يلا امشِ لقدام متل ما قلتلك. يلا,0
يلا امشِ لقدام متل ما قلتلك. بسرعة,0
يلا امشِ لقدام متل ما قلتلك. هلق,0
يلا امشِ لقدام متل ما قلتلك.,0
يلا تحرك لقدام بسرعة.,0
يلا سر للأمام بسرعة. هلق,0
يلا تحرك للأمام بسرعة.,0
يلا تقدم بسرعة.,0
يلا امش لقدام بسرعة.,0
يلا الى الأمام بسرعة.,0
يلا سر للأمام بسرعة.,0
يلا تحرك لقدام بسرعة. من فضلك,0
يلا تحرك لقدام بسرعة.,0
ارجوك امشِ لقدام متل ما قلتلك.,0
ارجوك امشِ لقدام متل ما قلتلك. من فضلك,0
ارجوك امشِ لقدام متل ما قلتلك. يلا,0
ارجوك امشِ لقدام متل ما قلتلك. هلق,0
ارجوك امشِ لقدام متل ما قلتلك.,0
يلا امشِ لقدام شوي شوي.,0
يلا امشِ لقدام شوي شوي. من فضلك,0
يلا امشِ لقدام شوي شوي.,0
يلا امشِ لقدام شوي شوي. يلا,0
يلا امشِ لقدام شوي شوي. بسرعة,0
يلا امشِ لقدام شوي شوي. هلق,0
ارجوك امشِ لقدام شوي شوي.,0
ارجوك امشِ لقدام شوي شوي. بسرعة,0
ارجوك امشِ لقدام شوي شوي. يلا,0
ارجوك امشِ لقدام شوي شوي.,0
ارجوك امشِ لقدام شوي شوي. من فضلك,0
ارجوك امشِ لقدام شوي شوي. هلق,0
ارجوك تحرك للأمام هلق.,0
ارجوك تحرك للأمام هلق. بسرعة,0
ارجوك تحرك للأمام هلق.,0
يا روبوت امشِ لقدام لبعيد.,0
يا روبوت امشِ لقدام لبعيد. يلا,0
يا روبوت امشِ لقدام لبعيد. من فضلك,0
يا روبوت امشِ لقدام لبعيد. هلق,0
يا روبوت امشِ لقدام لبعيد.,0
يا روبوت امشِ لقدام لبعيد. بسرعة,0
ارجوك تحرك لقدام متل ما قلتلك.,0
ارجوك امش لقدام متل ما قلتلك.,0
ارجوك تحرك للأمام متل ما قلتلك. بسرعة,0
ارجوك الى الأمام متل ما قلتلك.,0
ارجوك سر للأمام متل ما قلتلك. هلق,0
ارجوك تحرك للأمام متل ما قلتلك. من فضلك,0
ارجوك تقدم متل ما قلتلك.,0
ارجوك امش لقدام متل ما قلتلك. بسرعة,0
ارجوك تقدم متل ما قلتلك. يلا,0
ارجوك سر للأمام متل ما قلتلك.,0
ارجوك تحرك لقدام متل ما قلتلك.,0
ارجوك تحرك لقدام متل ما قلتلك. بسرعة,0
ارجوك تحرك للأمام متل ما قلتلك.,0
يلا امشِ لقدام بسرعة.,0
يلا امشِ لقدام بسرعة. من فضلك,0
يلا امشِ لقدام بسرعة. يلا,0
يلا امشِ لقدام بسرعة. هلق,0
يلا امشِ لقدام بسرعة.,0
يلا امشِ لقدام بسرعة. بسرعة,0
لو سمحت تحرك للأمام لبعيد.,0
لو سمحت تحرك للأمام لبعيد.,0
لو سمحت تحرك للأمام لبعيد. يلا,0
لو سمحت تحرك للأمام لبعيد. هلق,0
لو سمحت تحرك للأمام لبعيد. من فضلك,0
لو سمحت تحرك للأمام على مهلك.,0
لو سمحت تحرك للأمام على مهلك. هلق,0
لو سمحت تحرك للأمام على مهلك.,0
لو سمحت تحرك للأمام على مهلك. يلا,0
لو سمحت تحرك للأمام على مهلك. من فضلك,0
لو سمحت تقدم شوي متل ما قلتلك.,0
لو سمحت تقدم شوي متل ما قلتلك. هلق,0
لو سمحت تقدم شوي متل ما قلتلك. يلا,0
لو سمحت تقدم شوي متل ما قلتلك.,0
لو سمحت تقدم شوي متل ما قلتلك. بسرعة,0
اسمع تقدم شوي شوي شوي.,0
اسمع تقدم شوي شوي شوي.,0
اسمع تقدم شوي شوي شوي. من فضلك,0
اسمع تقدم شوي شوي شوي. يلا,0
اسمع تقدم شوي شوي شوي. بسرعة,0
يا روبوت امشِ لقدام هلق.,0
يا روبوت امشِ لقدام هلق. بسرعة,0
يا روبوت امشِ لقدام هلق. من فضلك,0
يا روبوت امشِ لقدام هلق.,0
يا روبوت امشِ لقدام هلق. يلا,0
يا روبوت امشِ لقدام هلق. هلق,0
يا روبوت تحرك للأمام شوي شوي.,0
يا روبوت تحرك للأمام شوي شوي. من فضلك,0
يا روبوت تحرك للأمام شوي شوي.,0
يا روبوت تحرك للأمام شوي شوي. يلا,0
يا روبوت تحرك للأمام شوي شوي. هلق,0
لو سمحت تحرك للأمام هلق.,0
لو سمحت تحرك للأمام هلق. هلق,0
لو سمحت تحرك للأمام هلق. بسرعة,0
لو سمحت تحرك للأمام هلق.,0
لو سمحت تحرك للأمام هلق. يلا,0
يلا تقدم شوي بسرعة.,0
يلا تقدم شوي بسرعة.,0
يلا تقدم شوي بسرعة. بسرعة,0
يلا تقدم شوي بسرعة. هلق,0
يلا تقدم شوي بسرعة. من فضلك,0
يلا تقدم شوي بسرعة. يلا,0
يلا تحرك لقدام هلق.,0
يلا تحرك لقدام هلق.,0
يلا تقدم هلق. يلا,0
يلا تحرك للأمام هلق. من فضلك,0
يلا تحرك لقدام هلق. يلا,0
يلا امش لقدام هلق.,0
يلا تقدم هلق. بسرعة,0
يلا تحرك للأمام هلق.,0
يلا تقدم هلق.,0
يلا الى الأمام هلق. من فضلك,0
يلا سر للأمام هلق.,0
يلا امش لقدام هلق. بسرعة,0
يلا تحرك لقدام هلق. من فضلك,0
اسمع تحرك للأمام متل ما قلتلك.,0
اسمع تحرك للأمام متل ما قلتلك. يلا,0
اسمع تحرك للأمام متل ما قلتلك. هلق,0
اسمع تحرك للأمام متل ما قلتلك. من فضلك,0
اسمع تحرك للأمام متل ما قلتلك.,0
يا روبوت تحرك للأمام على مهلك.,0
يا روبوت تحرك للأمام على مهلك. هلق,0
يا روبوت تحرك للأمام على مهلك.,0
يا روبوت تحرك للأمام على مهلك. من فضلك,0
يا روبوت تحرك للأمام على مهلك. يلا,0
يا روبوت تحرك لقدام لبعيد.,0
يا روبوت تحرك لقدام لبعيد. من فضلك,0
يا روبوت سر للأمام لبعيد.,0
يا روبوت تحرك للأمام لبعيد.,0
يا روبوت تحرك لقدام لبعيد. هلق,0
يا روبوت الى الأمام لبعيد.,0
يا روبوت تحرك للأمام لبعيد. بسرعة,0
يا روبوت تحرك لقدام لبعيد.,0
يا روبوت امش لقدام لبعيد.,0
يا روبوت تقدم لبعيد.,0
يلا تحرك لقدام لبعيد.,0
يلا تقدم لبعيد.,0
يلا امش لقدام لبعيد. هلق,0
يلا تحرك للأمام لبعيد. من فضلك,0
يلا تحرك لقدام لبعيد.,0
يلا تحرك للأمام لبعيد.,0
يلا سر للأمام لبعيد.,0
يلا الى الأمام لبعيد.,0
لو سمحت تقدم شوي شوي شوي.,0
لو سمحت تقدم شوي شوي شوي. هلق,0
لو سمحت تقدم شوي شوي شوي.,0
لو سمحت تقدم شوي شوي شوي. يلا,0
لو سمحت تقدم شوي شوي شوي. من فضلك,0
يا روبوت تقدم شوي بسرعة.,0
يا روبوت تقدم شوي بسرعة.,0
يا روبوت تقدم شوي بسرعة. هلق,0
يا روبوت تقدم شوي بسرعة. يلا,0
يا روبوت تقدم شوي بسرعة. بسرعة,0
يا روبوت تقدم شوي بسرعة. من فضلك,0
اسمع تحرك لقدام بسرعة.,0
اسمع الى الأمام بسرعة. هلق,0
اسمع الى الأمام بسرعة.,0
اسمع تحرك لقدام بسرعة.,0
اسمع الى الأمام بسرعة. يلا,0
اسمع سر للأمام بسرعة.,0
اسمع تحرك للأمام بسرعة. هلق,0
اسمع الى الأمام بسرعة. من فضلك,0
اسمع تحرك للأمام بسرعة.,0
اسمع تقدم بسرعة.,0
اسمع امش لقدام بسرعة.,0
اسمع امش لقدام بسرعة. هلق,0
اسمع سر للأمام بسرعة. بسرعة,0
اسمع امشِ لقدام بسرعة.,0
اسمع امشِ لقدام بسرعة. بسرعة,0
اسمع امشِ لقدام بسرعة. من فضلك,0
اسمع امشِ لقدام بسرعة. هلق,0
اسمع امشِ لقدام بسرعة.,0
اسمع امشِ لقدام شوي شوي.,0
اسمع امشِ لقدام شوي شوي.,0
اسمع امشِ لقدام شوي شوي. يلا,0
اسمع امشِ لقدام شوي شوي. بسرعة,0
اسمع امشِ لقدام شوي شوي. هلق,0
اسمع امشِ لقدام شوي شوي. من فضلك,0
لو سمحت تحرك لقدام على مهلك.,0
لو سمحت سر للأمام على مهلك.,0
لو سمحت الى الأمام على مهلك. يلا,0
لو سمحت الى الأمام على مهلك.,0
لو سمحت تحرك للأمام على مهلك. هلق,0
لو سمحت تقدم على مهلك.,0
لو سمحت تحرك للأمام على مهلك.,0
لو سمحت تحرك لقدام على مهلك.,0
لو سمحت سر للأمام على مهلك. هلق,0
لو سمحت امش لقدام على مهلك.,0
يلا امشِ لقدام على مهلك.,0
يلا امشِ لقدام على مهلك.,0
يلا امشِ لقدام على مهلك. بسرعة,0
يلا امشِ لقدام على مهلك. هلق,0
يلا امشِ لقدام على مهلك. من فضلك,0
يلا تقدم شوي متل ما قلتلك.,0
يلا تقدم شوي متل ما قلتلك. هلق,0
يلا تقدم شوي متل ما قلتلك. بسرعة,0
يلا تقدم شوي متل ما قلتلك.,0
يلا امشِ لقدام هلق.,0
يلا امشِ لقدام هلق. هلق,0
يلا امشِ لقدام هلق. يلا,0
يلا امشِ لقدام هلق.,0
يلا امشِ لقدام هلق. من فضلك,0
ارجوك امشِ لقدام بسرعة.,0
ارجوك امشِ لقدام بسرعة. من فضلك,0
ارجوك امشِ لقدام بسرعة. يلا,0
ارجوك امشِ لقدام بسرعة. بسرعة,0
ارجوك امشِ لقدام بسرعة.,0
ارجوك امشِ لقدام بسرعة. هلق,0
اسمع تقدم شوي هلق.,0
اسمع تقدم شوي هلق. من فضلك,0
اسمع تقدم شوي هلق. يلا,0
اسمع تقدم شوي هلق.,0
اسمع تقدم شوي هلق. بسرعة,0
يا روبوت تقدم شوي لبعيد.,0
يا روبوت تقدم شوي لبعيد. هلق,0
يا روبوت تقدم شوي لبعيد.,0
يا روبوت تقدم شوي لبعيد. من فضلك,0
يا روبوت تقدم شوي لبعيد. يلا,0
اسمع امشِ لقدام على مهلك.,0
اسمع امشِ لقدام على مهلك. من فضلك,0
اسمع امشِ لقدام على مهلك.,0
اسمع امشِ لقدام على مهلك. يلا,0
اسمع امشِ لقدام على مهلك. بسرعة,0
اسمع امشِ لقدام على مهلك. هلق,0
يا روبوت تقدم شوي شوي شوي.,0
يا روبوت تقدم شوي شوي شوي. من فضلك,0
يا روبوت تقدم شوي شوي شوي.,0
يا روبوت تقدم شوي شوي شوي. بسرعة,0
ارجوك تحرك للأمام متل ما قلتلك.,0
ارجوك تحرك للأمام متل ما قلتلك. يلا,0
ارجوك تحرك للأمام متل ما قلتلك. بسرعة,0
ارجوك تحرك للأمام متل ما قلتلك.,0
ارجوك تحرك للأمام متل ما قلتلك. من فضلك,0
يلا امشِ لقدام لبعيد.,0
يلا امشِ لقدام لبعيد. يلا,0
يلا امشِ لقدام لبعيد. هلق,0
يلا امشِ لقدام لبعيد. بسرعة,0
يلا امشِ لقدام لبعيد.,0
يلا امشِ لقدام لبعيد. من فضلك,0
يا روبوت تقدم شوي متل ما قلتلك.,0
يا روبوت تقدم شوي متل ما قلتلك.,0
يا روبوت تقدم شوي متل ما قلتلك. من فضلك,0
يا روبوت تقدم شوي متل ما قلتلك. يلا,0
يا روبوت تقدم شوي متل ما قلتلك. بسرعة,0
يلا تحرك لقدام شوي شوي.,0
يلا امش لقدام شوي شوي.,0
يلا تحرك للأمام شوي شوي. يلا,0
يلا تقدم شوي شوي.,0
يلا تحرك للأمام شوي شوي. بسرعة,0
يلا الى الأمام شوي شوي.,0
يلا تحرك لقدام شوي شوي.,0
يلا تحرك للأمام شوي شوي.,0
يلا سر للأمام شوي شوي. هلق,0
يلا سر للأمام شوي شوي.,0
يلا امش لقدام شوي شوي. هلق,0
يلا سر للأمام شوي شوي. من فضلك,0
ارجوك تقدم شوي على مهلك.,0
ارجوك تقدم شوي على مهلك. يلا,0
ارجوك تقدم شوي على مهلك. هلق,0
ارجوك تقدم شوي على مهلك. من فضلك,0
ارجوك تقدم شوي على مهلك.,0
يا روبوت تحرك للأمام لبعيد.,0
يا روبوت تحرك للأمام لبعيد.,0
يا روبوت تحرك للأمام لبعيد. هلق,0
يا روبوت تحرك للأمام لبعيد. من فضلك,0
يا روبوت تحرك للأمام لبعيد. بسرعة,0
يا روبوت تحرك للأمام لبعيد. يلا,0
ارجوك امشِ لقدام هلق.,0
ارجوك امشِ لقدام هلق. من فضلك,0
ارجوك امشِ لقدام هلق. يلا,0
ارجوك امشِ لقدام هلق. هلق,0
ارجوك امشِ لقدام هلق.,0
لو سمحت امشِ لقدام بسرعة.,0
لو سمحت امشِ لقدام بسرعة. بسرعة,0
لو سمحت امشِ لقدام بسرعة. هلق,0
لو سمحت امشِ لقدام بسرعة. من فضلك,0
لو سمحت امشِ لقدام بسرعة.,0
يلا تقدم شوي على مهلك.,0
يلا تقدم شوي على مهلك.,0
يلا تقدم شوي على مهلك. هلق,0
يلا تقدم شوي على مهلك. بسرعة,0
يلا تقدم شوي على مهلك. يلا,0
يا روبوت تحرك للأمام هلق.,0
يا روبوت تحرك للأمام هلق. هلق,0
يا روبوت تحرك للأمام هلق. يلا,0
يا روبوت تحرك للأمام هلق.,0
يا روبوت تحرك للأمام هلق. من فضلك,0
يا روبوت تحرك للأمام هلق. بسرعة,0
اسمع تقدم شوي لبعيد.,0
اسمع تقدم شوي لبعيد. يلا,0
اسمع تقدم شوي لبعيد.,0
ارجوك تحرك لقدام لبعيد.,0
ارجوك الى الأمام لبعيد. بسرعة,0
ارجوك تحرك لقدام لبعيد. من فضلك,0
ارجوك تحرك لقدام لبعيد.,0
ارجوك تقدم لبعيد.,0
ارجوك الى الأمام لبعيد.,0
ارجوك تحرك للأمام لبعيد. بسرعة,0
ارجوك تحرك للأمام لبعيد.,0
ارجوك سر للأمام لبعيد.,0
ارجوك امش لقدام لبعيد.,0
يا روبوت تحرك للأمام متل ما قلتلك.,0
يا روبوت تحرك للأمام متل ما قلتلك.,0
يا روبوت تحرك للأمام متل ما قلتلك. بسرعة,0
يا روبوت تحرك للأمام متل ما قلتلك. هلق,0
اسمع تقدم شوي على مهلك.,0
اسمع تقدم شوي على مهلك.,0
اسمع تقدم شوي على مهلك. بسرعة,0
اسمع تقدم شوي على مهلك. هلق,0
اسمع تقدم شوي على مهلك. يلا,0
اسمع تقدم شوي على مهلك. من فضلك,0
يلا تقدم شوي شوي شوي.,0
يلا تقدم شوي شوي شوي.,0
يلا تقدم شوي شوي شوي. هلق,0
يلا تقدم شوي شوي شوي. بسرعة,0
اسمع تقدم شوي بسرعة.,0
اسمع تقدم شوي بسرعة. بسرعة,0
اسمع تقدم شوي بسرعة.,0
اسمع تقدم شوي بسرعة. من فضلك,0
اسمع تقدم شوي بسرعة. يلا,0
اسمع تقدم شوي بسرعة. هلق,0
لو سمحت امشِ لقدام متل ما قلتلك.,0
لو سمحت امشِ لقدام متل ما قلتلك. هلق,0
لو سمحت امشِ لقدام متل ما قلتلك. من فضلك,0
لو سمحت امشِ لقدام متل ما قلتلك. يلا,0
لو سمحت امشِ لقدام متل ما قلتلك.,0
يلا تحرك للأمام متل ما قلتلك.,0
يلا تحرك للأمام متل ما قلتلك. بسرعة,0
يلا تحرك للأمام متل ما قلتلك. يلا,0
يلا تحرك للأمام متل ما قلتلك.,0
يلا تحرك للأمام متل ما قلتلك. هلق,0
اسمع تحرك لقدام هلق.,0
اسمع تحرك لقدام هلق.,0
اسمع تقدم هلق. من فضلك,0
اسمع تحرك لقدام هلق. من فضلك,0
اسمع تحرك للأمام هلق.,0
اسمع امش لقدام هلق. من فضلك,0
اسمع امش لقدام هلق. بسرعة,0
اسمع سر للأمام هلق.,0
اسمع سر للأمام هلق. يلا,0
اسمع امش لقدام هلق.,0
اسمع الى الأمام هلق. بسرعة,0
اسمع الى الأمام هلق.,0
ارجوك تحرك لقدام شوي شوي.,0
ارجوك الى الأمام شوي شوي.,0
ارجوك امش لقدام شوي شوي.,0
ارجوك تقدم شوي شوي.,0
ارجوك تحرك للأمام شوي شوي.,0
ارجوك سر للأمام شوي شوي.,0
ارجوك الى الأمام شوي شوي. بسرعة,0
ارجوك تحرك لقدام شوي شوي.,0
اسمع تحرك للأمام لبعيد.,0
اسمع تحرك للأمام لبعيد. هلق,0
اسمع تحرك للأمام لبعيد. بسرعة,0
اسمع تحرك للأمام لبعيد.,0
اسمع تحرك للأمام لبعيد. يلا,0
ارجوك تقدم شوي بسرعة.,0
ارجوك تقدم شوي بسرعة. هلق,0
ارجوك تقدم شوي بسرعة.,0
ارجوك تقدم شوي بسرعة. من فضلك,0
ارجوك تقدم شوي بسرعة. بسرعة,0
يا روبوت تحرك لقدام هلق.,0
يا روبوت سر للأمام هلق.,0
يا روبوت تقدم هلق.,0
يا روبوت تحرك لقدام هلق.,0
يا روبوت امش لقدام هلق.,0
يا روبوت تحرك للأمام هلق.,0
يا روبوت الى الأمام هلق.,0
يا روبوت سر للأمام هلق. بسرعة,0
يا روبوت تقدم هلق. هلق,0
لو سمحت امشِ لقدام على مهلك.,0
لو سمحت امشِ لقدام على مهلك. يلا,0
لو سمحت امشِ لقدام على مهلك. بسرعة,0
لو سمحت امشِ لقدام على مهلك. من فضلك,0
لو سمحت امشِ لقدام على مهلك. هلق,0
لو سمحت امشِ لقدام على مهلك.,0
اسمع امشِ لقدام متل ما قلتلك.,0
اسمع امشِ لقدام متل ما قلتلك. يلا,0
اسمع امشِ لقدام متل ما قلتلك. هلق,0
اسمع امشِ لقدام متل ما قلتلك.,0
اسمع امشِ لقدام متل ما قلتلك. بسرعة,0
اسمع امشِ لقدام متل ما قلتلك. من فضلك,0
لو سمحت امشِ لقدام شوي شوي.,0
لو سمحت امشِ لقدام شوي شوي. من فضلك,0
لو سمحت امشِ لقدام شوي شوي.,0
لو سمحت امشِ لقدام شوي شوي. بسرعة,0
لو سمحت امشِ لقدام شوي شوي. يلا,0
اسمع تحرك للأمام على مهلك.,0
اسمع تحرك للأمام على مهلك. بسرعة,0
اسمع تحرك للأمام على مهلك. يلا,0
اسمع تحرك للأمام على مهلك.,0
لو سمحت تحرك لقدام بسرعة.,0
لو سمحت امش لقدام بسرعة. من فضلك,0
لو سمحت سر للأمام بسرعة. هلق,0
لو سمحت امش لقدام بسرعة.,0
لو سمحت امش لقدام بسرعة. يلا,0
لو سمحت تقدم بسرعة.,0
لو سمحت تحرك لقدام بسرعة. هلق,0
لو سمحت الى الأمام بسرعة. بسرعة,0
لو سمحت سر للأمام بسرعة. يلا,0
لو سمحت الى الأمام بسرعة.,0
لو سمحت الى الأمام بسرعة. هلق,0
لو سمحت تحرك للأمام بسرعة.,0
لو سمحت تحرك لقدام بسرعة.,0
لو سمحت سر للأمام بسرعة.,0
لو سمحت تحرك لقدام بسرعة. بسرعة,0
يا روبوت تحرك لقدام بسرعة.,0
يا روبوت تحرك للأمام بسرعة. يلا,0
يا روبوت امش لقدام بسرعة. بسرعة,0
يا روبوت تحرك لقدام بسرعة.,0
يا روبوت تحرك للأمام بسرعة.,0
يا روبوت تقدم بسرعة.,0
يا روبوت الى الأمام بسرعة.,0
يا روبوت سر للأمام بسرعة.,0
يا روبوت سر للأمام بسرعة. بسرعة,0
يا روبوت الى الأمام بسرعة. يلا,0
يا روبوت تحرك لقدام بسرعة. بسرعة,0
يا روبوت امش لقدام بسرعة.,0
يا روبوت تحرك للأمام بسرعة. هلق,0
يا روبوت تحرك للأمام بسرعة. من فضلك,0
ارجوك تحرك لقدام على مهلك.,0
ارجوك الى الأمام على مهلك.,0
ارجوك امش لقدام على مهلك. بسرعة,0
ارجوك سر للأمام على مهلك. بسرعة,0
ارجوك تقدم على مهلك. بسرعة,0
ارجوك تقدم على مهلك. يلا,0
ارجوك تحرك للأمام على مهلك.,0
ارجوك تحرك لقدام على مهلك.,0
ارجوك سر للأمام على مهلك. يلا,0
ارجوك امش لقدام على مهلك. من فضلك,0
ارجوك امش لقدام على مهلك.,0
ارجوك تحرك لقدام على مهلك. يلا,0
ارجوك سر للأمام على مهلك. من فضلك,0
اسمع تقدم شوي متل ما قلتلك.,0
اسمع تقدم شوي متل ما قلتلك.,0
اسمع تقدم شوي متل ما قلتلك. بسرعة,0
اسمع تقدم شوي متل ما قلتلك. يلا,0
اسمع تحرك لقدام شوي شوي.,0
اسمع تحرك للأمام شوي شوي.,0
اسمع سر للأمام شوي شوي. من فضلك,0
اسمع امش لقدام شوي شوي.,0
اسمع تحرك لقدام شوي شوي.,0
اسمع تقدم شوي شوي.,0
اسمع تقدم شوي شوي. من فضلك,0
اسمع تحرك لقدام شوي شوي. هلق,0
اسمع تحرك للأمام شوي شوي. يلا,0
اسمع تحرك لقدام شوي شوي. يلا,0
اسمع الى الأمام شوي شوي. يلا,0
اسمع سر للأمام شوي شوي.,0
اسمع امشِ لقدام هلق.,0
اسمع امشِ لقدام هلق. بسرعة,0
اسمع امشِ لقدام هلق. هلق,0
اسمع امشِ لقدام هلق.,0
اسمع امشِ لقدام هلق. يلا,0
اسمع امشِ لقدام هلق. من فضلك,0
لو سمحت تقدم شوي على مهلك.,0
لو سمحت تقدم شوي على مهلك.,0
لو سمحت تقدم شوي على مهلك. من فضلك,0
لو سمحت تقدم شوي على مهلك. هلق,0
لو سمحت تقدم شوي على مهلك. يلا,0
اسمع تحرك لقدام على مهلك.,0
اسمع تقدم على مهلك. بسرعة,0
اسمع امش لقدام على مهلك.,0
اسمع تحرك لقدام على مهلك. هلق,0
اسمع سر للأمام على مهلك.,0
اسمع تقدم على مهلك.,0
اسمع الى الأمام على مهلك.,0
اسمع تقدم على مهلك. من فضلك,0
اسمع امش لقدام على مهلك. يلا,0
اسمع الى الأمام على مهلك. بسرعة,0
اسمع تحرك للأمام على مهلك. هلق,0
اسمع تحرك لقدام على مهلك.,0
اسمع امش لقدام على مهلك. هلق,0
اسمع تحرك للأمام على مهلك.,0
اسمع تحرك للأمام شوي شوي.,0
اسمع تحرك للأمام شوي شوي.,0
اسمع تحرك للأمام شوي شوي. هلق,0
اسمع تحرك للأمام شوي شوي. من فضلك,0
اسمع تحرك للأمام شوي شوي. يلا,0
اسمع تحرك للأمام شوي شوي. بسرعة,0
ارجوك تحرك للأمام بسرعة.,0
ارجوك تحرك للأمام بسرعة. من فضلك,0
ارجوك تحرك للأمام بسرعة.,0
ارجوك تحرك للأمام بسرعة. بسرعة,0
ارجوك تحرك للأمام بسرعة. هلق,0
لو سمحت تحرك للأمام متل ما قلتلك.,0
لو سمحت تحرك للأمام متل ما قلتلك. من فضلك,0
لو سمحت تحرك للأمام متل ما قلتلك.,0
لو سمحت تحرك للأمام متل ما قلتلك. هلق,0
لو سمحت تحرك لقدام متل ما قلتلك.,0
لو سمحت الى الأمام متل ما قلتلك. من فضلك,0
لو سمحت تحرك لقدام متل ما قلتلك.,0
لو سمحت تحرك لقدام متل ما قلتلك. هلق,0
لو سمحت الى الأمام متل ما قلتلك.,0
لو سمحت تحرك للأمام متل ما قلتلك.,0
لو سمحت تقدم متل ما قلتلك. يلا,0
لو سمحت امش لقدام متل ما قلتلك. يلا,0
لو سمحت تقدم متل ما قلتلك.,0
لو سمحت سر للأمام متل ما قلتلك. يلا,0
لو سمحت سر للأمام متل ما قلتلك.,0
لو سمحت تحرك للأمام متل ما قلتلك. هلق,0
لو سمحت امش لقدام متل ما قلتلك.,0
يا روبوت تقدم شوي على مهلك.,0
يا روبوت تقدم شوي على مهلك. يلا,0
يا روبوت تقدم شوي على مهلك. من فضلك,0
يا روبوت تقدم شوي على مهلك.,0
يا روبوت امشِ لقدام متل ما قلتلك.,0
يا روبوت امشِ لقدام متل ما قلتلك. بسرعة,0
يا روبوت امشِ لقدام متل ما قلتلك. من فضلك,0
يا روبوت امشِ لقدام متل ما قلتلك. هلق,0
يا روبوت امشِ لقدام متل ما قلتلك.,0
لو سمحت امشِ لقدام هلق.,0
لو سمحت امشِ لقدام هلق.,0
لو سمحت امشِ لقدام هلق. بسرعة,0
لو سمحت امشِ لقدام هلق. يلا,0
لو سمحت امشِ لقدام هلق. من فضلك,0
يلا تحرك للأمام شوي شوي.,0
يلا تحرك للأمام شوي شوي. هلق,0
يلا تحرك للأمام شوي شوي. بسرعة,0
يلا تحرك للأمام شوي شوي.,0
يا روبوت تقدم شوي هلق.,0
يا روبوت تقدم شوي هلق. بسرعة,0
يا روبوت تقدم شوي هلق. من فضلك,0
يا روبوت تقدم شوي هلق. يلا,0
يا روبوت تقدم شوي هلق.,0
يا روبوت تحرك لقدام متل ما قلتلك.,0
يا روبوت تحرك لقدام متل ما قلتلك. هلق,0
يا روبوت تحرك للأمام متل ما قلتلك.,0
يا روبوت الى الأمام متل ما قلتلك. بسرعة,0
يا روبوت تحرك لقدام متل ما قلتلك.,0
يا روبوت سر للأمام متل ما قلتلك.,0
يا روبوت امش لقدام متل ما قلتلك. هلق,0
يا روبوت امش لقدام متل ما قلتلك.,0
يا روبوت تحرك لقدام متل ما قلتلك. بسرعة,0
يا روبوت الى الأمام متل ما قلتلك.,0
يا روبوت تقدم متل ما قلتلك.,0
يا روبوت الى الأمام متل ما قلتلك. يلا,0
يا روبوت امش لقدام متل ما قلتلك. بسرعة,0
يا روبوت الى الأمام متل ما قلتلك. من فضلك,0
يا روبوت سر للأمام متل ما قلتلك. يلا,0
يا روبوت تقدم متل ما قلتلك. بسرعة,0
يا روبوت تقدم متل ما قلتلك. يلا,0
اسمع تحرك لقدام متل ما قلتلك.,0
اسمع تحرك لقدام متل ما قلتلك. هلق,0
اسمع سر للأمام متل ما قلتلك.,0
اسمع تقدم متل ما قلتلك. يلا,0
اسمع امش لقدام متل ما قلتلك. يلا,0
اسمع تحرك للأمام متل ما قلتلك. من فضلك,0
اسمع تقدم متل ما قلتلك.,0
اسمع تحرك للأمام متل ما قلتلك.,0
اسمع تقدم متل ما قلتلك. بسرعة,0
اسمع امش لقدام متل ما قلتلك.,0
اسمع الى الأمام متل ما قلتلك.,0
اسمع تحرك لقدام متل ما قلتلك.,0
اسمع الى الأمام متل ما قلتلك. هلق,0
ارجوك تحرك لقدام هلق.,0
ارجوك سر للأمام هلق.,0
ارجوك تحرك للأمام هلق.,0
ارجوك تحرك لقدام هلق.,0
ارجوك تحرك لقدام هلق. من فضلك,0
ارجوك تحرك للأمام هلق. من فضلك,0
ارجوك تحرك لقدام هلق. بسرعة,0
ارجوك الى الأمام هلق. هلق,0
ارجوك تحرك للأمام هلق. بسرعة,0
ارجوك تقدم هلق. من فضلك,0
ارجوك تقدم هلق.,0
لو سمحت تحرك لقدام هلق.,0
لو سمحت تقدم هلق. بسرعة,0
لو سمحت امش لقدام هلق. هلق,0
لو سمحت امش لقدام هلق.,0
لو سمحت تقدم هلق. يلا,0
لو سمحت تحرك لقدام هلق. هلق,0
لو سمحت سر للأمام هلق.,0
لو سمحت امش لقدام هلق. من فضلك,0
لو سمحت تحرك للأمام هلق. هلق,0
لو سمحت تحرك لقدام هلق.,0
لو سمحت الى الأمام هلق.,0
لو سمحت سر للأمام هلق. يلا,0
لو سمحت تحرك للأمام هلق. من فضلك,0
لو سمحت تحرك للأمام هلق.,0
لو سمحت الى الأمام هلق. من فضلك,0
Please step back carefully.,1
Please step back carefully. please,1
Please step back carefully. now,1
Please step back carefully.,1
Please step back carefully. quickly,1
Please step back carefully. right away,1
Kindly shift backward as requested.,1
Kindly shift backward as requested.,1
Kindly shift backward as requested. quickly,1
Kindly shift backward as requested. please,1
Kindly shift backward as requested. now,1
Kindly shift backward as requested. right away,1
Kindly back up slowly as requested.,1
Kindly back up slowly as requested. quickly,1
Kindly back up slowly as requested. right away,1
Kindly back up slowly as requested. please,1
Kindly back up slowly as requested. now,1
